district,state,date,fire_count,year,month,day,day_of_season
Jind,Haryana,2023-10-11,20,2023,10,11,11
Kaithal,Haryana,2023-10-11,8,2023,10,11,11
Karnal,Haryana,2023-10-11,3,2023,10,11,11
Kurukshetra,Haryana,2023-10-11,1,2023,10,11,11
Mahendragarh,Haryana,2023-10-11,0,2023,10,11,11
Nuh,Haryana,2023-10-11,0,2023,10,11,11
Palwal,Haryana,2023-10-11,8,2023,10,11,11
Panchkula,Haryana,2023-10-11,5,2023,10,11,11
Panipat,Haryana,2023-10-11,5,2023,10,11,11
Rewari,Haryana,2023-10-11,0,2023,10,11,11
Rohtak,Haryana,2023-10-11,0,2023,10,11,11
Sirsa,Haryana,2023-10-11,3,2023,10,11,11
Sonipat,Haryana,2023-10-11,10,2023,10,11,11
Yamunanagar,Haryana,2023-10-11,3,2023,10,11,11
Amritsar,Punjab,2023-10-11,10,2023,10,11,11
Barnala,Punjab,2023-10-11,0,2023,10,11,11
Bathinda,Punjab,2023-10-11,1,2023,10,11,11
Faridkot,Punjab,2023-10-11,0,2023,10,11,11
Fatehgarh Sahib,Punjab,2023-10-11,3,2023,10,11,11
Fazilka,Punjab,2023-10-11,2,2023,10,11,11
Ferozepur,Punjab,2023-10-11,13,2023,10,11,11
Gurdaspur,Punjab,2023-10-11,0,2023,10,11,11
Hoshiarpur,Punjab,2023-10-11,0,2023,10,11,11
Jalandhar,Punjab,2023-10-11,0,2023,10,11,11
Kapurthala,Punjab,2023-10-11,0,2023,10,11,11
Ludhiana,Punjab,2023-10-11,0,2023,10,11,11
Malerkotla,Punjab,2023-10-11,1,2023,10,11,11
Mansa,Punjab,2023-10-11,6,2023,10,11,11
Moga,Punjab,2023-10-11,1,2023,10,11,11
Pathankot,Punjab,2023-10-11,0,2023,10,11,11
Patiala,Punjab,2023-10-11,18,2023,10,11,11
Rupnagar,Punjab,2023-10-11,0,2023,10,11,11
S A S Nagar,Punjab,2023-10-11,2,2023,10,11,11
Sangrur,Punjab,2023-10-11,17,2023,10,11,11
Shahid Bhagat Singh Nagar,Punjab,2023-10-11,0,2023,10,11,11
Sri Muktsar Sahib,Punjab,2023-10-11,0,2023,10,11,11
Tarn Taran,Punjab,2023-10-11,10,2023,10,11,11
Ambala,Haryana,2023-10-12,13,2023,10,12,12
Bhiwani,Haryana,2023-10-12,1,2023,10,12,12
Charkhi Dadri,Haryana,2023-10-12,0,2023,10,12,12
Faridabad,Haryana,2023-10-12,1,2023,10,12,12
Fatehabad,Haryana,2023-10-12,20,2023,10,12,12
Gurugram,Haryana,2023-10-12,1,2023,10,12,12
Hisar,Haryana,2023-10-12,15,2023,10,12,12
Jhajjar,Haryana,2023-10-12,3,2023,10,12,12
Jind,Haryana,2023-10-12,14,2023,10,12,12
Kaithal,Haryana,2023-10-12,10,2023,10,12,12
Karnal,Haryana,2023-10-12,2,2023,10,12,12
Kurukshetra,Haryana,2023-10-12,10,2023,10,12,12
Mahendragarh,Haryana,2023-10-12,0,2023,10,12,12
Nuh,Haryana,2023-10-12,0,2023,10,12,12
Palwal,Haryana,2023-10-12,4,2023,10,12,12
Panchkula,Haryana,2023-10-12,6,2023,10,12,12
Panipat,Haryana,2023-10-12,2,2023,10,12,12
Rewari,Haryana,2023-10-12,1,2023,10,12,12
Rohtak,Haryana,2023-10-12,0,2023,10,12,12
Sirsa,Haryana,2023-10-12,3,2023,10,12,12
Sonipat,Haryana,2023-10-12,6,2023,10,12,12
Yamunanagar,Haryana,2023-10-12,7,2023,10,12,12
Amritsar,Punjab,2023-10-12,28,2023,10,12,12
Barnala,Punjab,2023-10-12,2,2023,10,12,12
Bathinda,Punjab,2023-10-12,5,2023,10,12,12
Faridkot,Punjab,2023-10-12,5,2023,10,12,12
Fatehgarh Sahib,Punjab,2023-10-12,11,2023,10,12,12
Fazilka,Punjab,2023-10-12,1,2023,10,12,12
Ferozepur,Punjab,2023-10-12,10,2023,10,12,12
Gurdaspur,Punjab,2023-10-12,2,2023,10,12,12
Hoshiarpur,Punjab,2023-10-12,0,2023,10,12,12
Jalandhar,Punjab,2023-10-12,1,2023,10,12,12
Kapurthala,Punjab,2023-10-12,4,2023,10,12,12
Ludhiana,Punjab,2023-10-12,3,2023,10,12,12
Malerkotla,Punjab,2023-10-12,2,2023,10,12,12
Mansa,Punjab,2023-10-12,11,2023,10,12,12
Moga,Punjab,2023-10-12,2,2023,10,12,12
Pathankot,Punjab,2023-10-12,0,2023,10,12,12
Patiala,Punjab,2023-10-12,29,2023,10,12,12
Rupnagar,Punjab,2023-10-12,4,2023,10,12,12
S A S Nagar,Punjab,2023-10-12,10,2023,10,12,12
Sangrur,Punjab,2023-10-12,8,2023,10,12,12
Shahid Bhagat Singh Nagar,Punjab,2023-10-12,0,2023,10,12,12
Sri Muktsar Sahib,Punjab,2023-10-12,0,2023,10,12,12
Tarn Taran,Punjab,2023-10-12,19,2023,10,12,12
Ambala,Haryana,2023-10-13,13,2023,10,13,13
Bhiwani,Haryana,2023-10-13,2,2023,10,13,13
Charkhi Dadri,Haryana,2023-10-13,0,2023,10,13,13
Faridabad,Haryana,2023-10-13,1,2023,10,13,13
Fatehabad,Haryana,2023-10-13,20,2023,10,13,13
Gurugram,Haryana,2023-10-13,3,2023,10,13,13
Hisar,Haryana,2023-10-13,12,2023,10,13,13
Jhajjar,Haryana,2023-10-13,3,2023,10,13,13
Jind,Haryana,2023-10-13,10,2023,10,13,13
Kaithal,Haryana,2023-10-13,9,2023,10,13,13
Karnal,Haryana,2023-10-13,2,2023,10,13,13
Kurukshetra,Haryana,2023-10-13,11,2023,10,13,13
Mahendragarh,Haryana,2023-10-13,0,2023,10,13,13
Nuh,Haryana,2023-10-13,0,2023,10,13,13
Palwal,Haryana,2023-10-13,8,2023,10,13,13
Panchkula,Haryana,2023-10-13,3,2023,10,13,13
Panipat,Haryana,2023-10-13,1,2023,10,13,13
Rewari,Haryana,2023-10-13,0,2023,10,13,13
Rohtak,Haryana,2023-10-13,5,2023,10,13,13
Sirsa,Haryana,2023-10-13,9,2023,10,13,13
Sonipat,Haryana,2023-10-13,7,2023,10,13,13
Yamunanagar,Haryana,2023-10-13,7,2023,10,13,13
Amritsar,Punjab,2023-10-13,81,2023,10,13,13
Barnala,Punjab,2023-10-13,2,2023,10,13,13
Bathinda,Punjab,2023-10-13,2,2023,10,13,13
Faridkot,Punjab,2023-10-13,0,2023,10,13,13
Fatehgarh Sahib,Punjab,2023-10-13,12,2023,10,13,13
Fazilka,Punjab,2023-10-13,2,2023,10,13,13
Ferozepur,Punjab,2023-10-13,8,2023,10,13,13
Gurdaspur,Punjab,2023-10-13,5,2023,10,13,13
Hoshiarpur,Punjab,2023-10-13,0,2023,10,13,13
Jalandhar,Punjab,2023-10-13,2,2023,10,13,13
Kapurthala,Punjab,2023-10-13,11,2023,10,13,13
Ludhiana,Punjab,2023-10-13,12,2023,10,13,13
Malerkotla,Punjab,2023-10-13,1,2023,10,13,13
Mansa,Punjab,2023-10-13,15,2023,10,13,13
Moga,Punjab,2023-10-13,4,2023,10,13,13
Pathankot,Punjab,2023-10-13,0,2023,10,13,13
Patiala,Punjab,2023-10-13,45,2023,10,13,13
Rupnagar,Punjab,2023-10-13,1,2023,10,13,13
S A S Nagar,Punjab,2023-10-13,13,2023,10,13,13
Sangrur,Punjab,2023-10-13,21,2023,10,13,13
Shahid Bhagat Singh Nagar,Punjab,2023-10-13,0,2023,10,13,13
Sri Muktsar Sahib,Punjab,2023-10-13,0,2023,10,13,13
Tarn Taran,Punjab,2023-10-13,43,2023,10,13,13
Ambala,Haryana,2023-10-14,13,2023,10,14,14
Bhiwani,Haryana,2023-10-14,0,2023,10,14,14
Charkhi Dadri,Haryana,2023-10-14,0,2023,10,14,14
Faridabad,Haryana,2023-10-14,0,2023,10,14,14
Fatehabad,Haryana,2023-10-14,12,2023,10,14,14
Gurugram,Haryana,2023-10-14,0,2023,10,14,14
Hisar,Haryana,2023-10-14,25,2023,10,14,14
Jhajjar,Haryana,2023-10-14,1,2023,10,14,14
Jind,Haryana,2023-10-14,20,2023,10,14,14
Kaithal,Haryana,2023-10-14,15,2023,10,14,14
Karnal,Haryana,2023-10-14,4,2023,10,14,14
Kurukshetra,Haryana,2023-10-14,8,2023,10,14,14
Mahendragarh,Haryana,2023-10-14,0,2023,10,14,14
Nuh,Haryana,2023-10-14,0,2023,10,14,14
Palwal,Haryana,2023-10-14,7,2023,10,14,14
Panchkula,Haryana,2023-10-14,2,2023,10,14,14
Panipat,Haryana,2023-10-14,1,2023,10,14,14
Rewari,Haryana,2023-10-14,0,2023,10,14,14
Rohtak,Haryana,2023-10-14,0,2023,10,14,14
Sirsa,Haryana,2023-10-14,4,2023,10,14,14
Sonipat,Haryana,2023-10-14,3,2023,10,14,14
Yamunanagar,Haryana,2023-10-14,9,2023,10,14,14
Amritsar,Punjab,2023-10-14,31,2023,10,14,14
Barnala,Punjab,2023-10-14,1,2023,10,14,14
Bathinda,Punjab,2023-10-14,4,2023,10,14,14
Faridkot,Punjab,2023-10-14,3,2023,10,14,14
Fatehgarh Sahib,Punjab,2023-10-14,17,2023,10,14,14
Fazilka,Punjab,2023-10-14,5,2023,10,14,14
Ferozepur,Punjab,2023-10-14,12,2023,10,14,14
Gurdaspur,Punjab,2023-10-14,0,2023,10,14,14
Hoshiarpur,Punjab,2023-10-14,0,2023,10,14,14
Jalandhar,Punjab,2023-10-14,4,2023,10,14,14
Kapurthala,Punjab,2023-10-14,8,2023,10,14,14
Ludhiana,Punjab,2023-10-14,5,2023,10,14,14
Malerkotla,Punjab,2023-10-14,1,2023,10,14,14
Mansa,Punjab,2023-10-14,15,2023,10,14,14
Moga,Punjab,2023-10-14,7,2023,10,14,14
Pathankot,Punjab,2023-10-14,0,2023,10,14,14
Patiala,Punjab,2023-10-14,40,2023,10,14,14
Rupnagar,Punjab,2023-10-14,2,2023,10,14,14
S A S Nagar,Punjab,2023-10-14,12,2023,10,14,14
Sangrur,Punjab,2023-10-14,27,2023,10,14,14
Shahid Bhagat Singh Nagar,Punjab,2023-10-14,1,2023,10,14,14
Sri Muktsar Sahib,Punjab,2023-10-14,0,2023,10,14,14
Tarn Taran,Punjab,2023-10-14,9,2023,10,14,14
Ambala,Haryana,2023-10-15,23,2023,10,15,15
Bhiwani,Haryana,2023-10-15,2,2023,10,15,15
Charkhi Dadri,Haryana,2023-10-15,0,2023,10,15,15
Faridabad,Haryana,2023-10-15,0,2023,10,15,15
Fatehabad,Haryana,2023-10-15,45,2023,10,15,15
Gurugram,Haryana,2023-10-15,1,2023,10,15,15
Hisar,Haryana,2023-10-15,16,2023,10,15,15
Jhajjar,Haryana,2023-10-15,3,2023,10,15,15
Jind,Haryana,2023-10-15,24,2023,10,15,15
Kaithal,Haryana,2023-10-15,23,2023,10,15,15
Karnal,Haryana,2023-10-15,16,2023,10,15,15
Kurukshetra,Haryana,2023-10-15,25,2023,10,15,15
Mahendragarh,Haryana,2023-10-15,0,2023,10,15,15
Nuh,Haryana,2023-10-15,0,2023,10,15,15
Palwal,Haryana,2023-10-15,12,2023,10,15,15
Panchkula,Haryana,2023-10-15,0,2023,10,15,15
Panipat,Haryana,2023-10-15,4,2023,10,15,15
Rewari,Haryana,2023-10-15,0,2023,10,15,15
Rohtak,Haryana,2023-10-15,4,2023,10,15,15
Sirsa,Haryana,2023-10-15,6,2023,10,15,15
Sonipat,Haryana,2023-10-15,12,2023,10,15,15
Yamunanagar,Haryana,2023-10-15,11,2023,10,15,15
Amritsar,Punjab,2023-10-15,0,2023,10,15,15
Barnala,Punjab,2023-10-15,0,2023,10,15,15
Bathinda,Punjab,2023-10-15,0,2023,10,15,15
Faridkot,Punjab,2023-10-15,0,2023,10,15,15
Fatehgarh Sahib,Punjab,2023-10-15,0,2023,10,15,15
Fazilka,Punjab,2023-10-15,0,2023,10,15,15
Ferozepur,Punjab,2023-10-15,0,2023,10,15,15
Gurdaspur,Punjab,2023-10-15,0,2023,10,15,15
Hoshiarpur,Punjab,2023-10-15,0,2023,10,15,15
Jalandhar,Punjab,2023-10-15,0,2023,10,15,15
Kapurthala,Punjab,2023-10-15,0,2023,10,15,15
Ludhiana,Punjab,2023-10-15,0,2023,10,15,15
Malerkotla,Punjab,2023-10-15,0,2023,10,15,15
Mansa,Punjab,2023-10-15,18,2023,10,15,15
Moga,Punjab,2023-10-15,0,2023,10,15,15
Pathankot,Punjab,2023-10-15,0,2023,10,15,15
Patiala,Punjab,2023-10-15,42,2023,10,15,15
Rupnagar,Punjab,2023-10-15,0,2023,10,15,15
S A S Nagar,Punjab,2023-10-15,2,2023,10,15,15
Sangrur,Punjab,2023-10-15,27,2023,10,15,15
Shahid Bhagat Singh Nagar,Punjab,2023-10-15,0,2023,10,15,15
Sri Muktsar Sahib,Punjab,2023-10-15,1,2023,10,15,15
Tarn Taran,Punjab,2023-10-15,0,2023,10,15,15
Ambala,Haryana,2023-10-16,0,2023,10,16,16
Bhiwani,Haryana,2023-10-16,1,2023,10,16,16
Charkhi Dadri,Haryana,2023-10-16,0,2023,10,16,16
Faridabad,Haryana,2023-10-16,0,2023,10,16,16
Fatehabad,Haryana,2023-10-16,0,2023,10,16,16
Gurugram,Haryana,2023-10-16,0,2023,10,16,16
Hisar,Haryana,2023-10-16,3,2023,10,16,16
Jhajjar,Haryana,2023-10-16,1,2023,10,16,16
Jind,Haryana,2023-10-16,2,2023,10,16,16
Kaithal,Haryana,2023-10-16,0,2023,10,16,16
Karnal,Haryana,2023-10-16,0,2023,10,16,16
Kurukshetra,Haryana,2023-10-16,0,2023,10,16,16
Mahendragarh,Haryana,2023-10-16,0,2023,10,16,16
Nuh,Haryana,2023-10-16,0,2023,10,16,16
Palwal,Haryana,2023-10-16,6,2023,10,16,16
Panchkula,Haryana,2023-10-16,0,2023,10,16,16
Panipat,Haryana,2023-10-16,0,2023,10,16,16
Rewari,Haryana,2023-10-16,0,2023,10,16,16
Rohtak,Haryana,2023-10-16,0,2023,10,16,16
Sirsa,Haryana,2023-10-16,0,2023,10,16,16
Sonipat,Haryana,2023-10-16,1,2023,10,16,16
Yamunanagar,Haryana,2023-10-16,0,2023,10,16,16
Amritsar,Punjab,2023-10-16,0,2023,10,16,16
Barnala,Punjab,2023-10-16,0,2023,10,16,16
Bathinda,Punjab,2023-10-16,0,2023,10,16,16
Faridkot,Punjab,2023-10-16,0,2023,10,16,16
Fatehgarh Sahib,Punjab,2023-10-16,0,2023,10,16,16
Fazilka,Punjab,2023-10-16,0,2023,10,16,16
Ferozepur,Punjab,2023-10-16,0,2023,10,16,16
Gurdaspur,Punjab,2023-10-16,0,2023,10,16,16
Hoshiarpur,Punjab,2023-10-16,0,2023,10,16,16
Jalandhar,Punjab,2023-10-16,0,2023,10,16,16
Kapurthala,Punjab,2023-10-16,0,2023,10,16,16
Ludhiana,Punjab,2023-10-16,0,2023,10,16,16
Malerkotla,Punjab,2023-10-16,0,2023,10,16,16
Mansa,Punjab,2023-10-16,0,2023,10,16,16
Moga,Punjab,2023-10-16,0,2023,10,16,16
Pathankot,Punjab,2023-10-16,0,2023,10,16,16
Patiala,Punjab,2023-10-16,0,2023,10,16,16
Rupnagar,Punjab,2023-10-16,0,2023,10,16,16
S A S Nagar,Punjab,2023-10-16,0,2023,10,16,16
Sangrur,Punjab,2023-10-16,0,2023,10,16,16
Shahid Bhagat Singh Nagar,Punjab,2023-10-16,0,2023,10,16,16
Sri Muktsar Sahib,Punjab,2023-10-16,0,2023,10,16,16
Tarn Taran,Punjab,2023-10-16,0,2023,10,16,16
Ambala,Haryana,2023-10-17,0,2023,10,17,17
Bhiwani,Haryana,2023-10-17,0,2023,10,17,17
Charkhi Dadri,Haryana,2023-10-17,0,2023,10,17,17
Faridabad,Haryana,2023-10-17,0,2023,10,17,17
Fatehabad,Haryana,2023-10-17,0,2023,10,17,17
Gurugram,Haryana,2023-10-17,0,2023,10,17,17
Hisar,Haryana,2023-10-17,1,2023,10,17,17
Jhajjar,Haryana,2023-10-17,3,2023,10,17,17
Jind,Haryana,2023-10-17,0,2023,10,17,17
Kaithal,Haryana,2023-10-17,0,2023,10,17,17
Karnal,Haryana,2023-10-17,0,2023,10,17,17
Kurukshetra,Haryana,2023-10-17,0,2023,10,17,17
Mahendragarh,Haryana,2023-10-17,0,2023,10,17,17
Nuh,Haryana,2023-10-17,0,2023,10,17,17
Palwal,Haryana,2023-10-17,1,2023,10,17,17
Panchkula,Haryana,2023-10-17,0,2023,10,17,17
Panipat,Haryana,2023-10-17,0,2023,10,17,17
Rewari,Haryana,2023-10-17,0,2023,10,17,17
Rohtak,Haryana,2023-10-17,0,2023,10,17,17
Sirsa,Haryana,2023-10-17,0,2023,10,17,17
Sonipat,Haryana,2023-10-17,4,2023,10,17,17
Yamunanagar,Haryana,2023-10-17,0,2023,10,17,17
Amritsar,Punjab,2023-10-17,0,2023,10,17,17
Barnala,Punjab,2023-10-17,0,2023,10,17,17
Bathinda,Punjab,2023-10-17,0,2023,10,17,17
Faridkot,Punjab,2023-10-17,0,2023,10,17,17
Fatehgarh Sahib,Punjab,2023-10-17,0,2023,10,17,17
Fazilka,Punjab,2023-10-17,0,2023,10,17,17
Ferozepur,Punjab,2023-10-17,0,2023,10,17,17
Gurdaspur,Punjab,2023-10-17,0,2023,10,17,17
Hoshiarpur,Punjab,2023-10-17,0,2023,10,17,17
Jalandhar,Punjab,2023-10-17,0,2023,10,17,17
Kapurthala,Punjab,2023-10-17,0,2023,10,17,17
Ludhiana,Punjab,2023-10-17,0,2023,10,17,17
Malerkotla,Punjab,2023-10-17,0,2023,10,17,17
Mansa,Punjab,2023-10-17,1,2023,10,17,17
Moga,Punjab,2023-10-17,0,2023,10,17,17
Pathankot,Punjab,2023-10-17,0,2023,10,17,17
Patiala,Punjab,2023-10-17,0,2023,10,17,17
Rupnagar,Punjab,2023-10-17,4,2023,10,17,17
S A S Nagar,Punjab,2023-10-17,0,2023,10,17,17
Sangrur,Punjab,2023-10-17,0,2023,10,17,17
Shahid Bhagat Singh Nagar,Punjab,2023-10-17,0,2023,10,17,17
Sri Muktsar Sahib,Punjab,2023-10-17,0,2023,10,17,17
Tarn Taran,Punjab,2023-10-17,0,2023,10,17,17
Ambala,Haryana,2023-10-18,1,2023,10,18,18
Bhiwani,Haryana,2023-10-18,0,2023,10,18,18
Charkhi Dadri,Haryana,2023-10-18,0,2023,10,18,18
Faridabad,Haryana,2023-10-18,0,2023,10,18,18
Fatehabad,Haryana,2023-10-18,8,2023,10,18,18
Gurugram,Haryana,2023-10-18,0,2023,10,18,18
Hisar,Haryana,2023-10-18,4,2023,10,18,18
Jhajjar,Haryana,2023-10-18,0,2023,10,18,18
Jind,Haryana,2023-10-18,9,2023,10,18,18
Kaithal,Haryana,2023-10-18,4,2023,10,18,18
Karnal,Haryana,2023-10-18,0,2023,10,18,18
Kurukshetra,Haryana,2023-10-18,1,2023,10,18,18
Mahendragarh,Haryana,2023-10-18,0,2023,10,18,18
Nuh,Haryana,2023-10-18,1,2023,10,18,18
Palwal,Haryana,2023-10-18,5,2023,10,18,18
Panchkula,Haryana,2023-10-18,1,2023,10,18,18
Panipat,Haryana,2023-10-18,0,2023,10,18,18
Rewari,Haryana,2023-10-18,0,2023,10,18,18
Rohtak,Haryana,2023-10-18,0,2023,10,18,18
Sirsa,Haryana,2023-10-18,2,2023,10,18,18
Sonipat,Haryana,2023-10-18,0,2023,10,18,18
Yamunanagar,Haryana,2023-10-18,0,2023,10,18,18
Amritsar,Punjab,2023-10-18,0,2023,10,18,18
Barnala,Punjab,2023-10-18,0,2023,10,18,18
Bathinda,Punjab,2023-10-18,1,2023,10,18,18
Faridkot,Punjab,2023-10-18,0,2023,10,18,18
Fatehgarh Sahib,Punjab,2023-10-18,2,2023,10,18,18
Fazilka,Punjab,2023-10-18,0,2023,10,18,18
Ferozepur,Punjab,2023-10-18,11,2023,10,18,18
Gurdaspur,Punjab,2023-10-18,0,2023,10,18,18
Hoshiarpur,Punjab,2023-10-18,0,2023,10,18,18
Jalandhar,Punjab,2023-10-18,0,2023,10,18,18
Kapurthala,Punjab,2023-10-18,0,2023,10,18,18
Ludhiana,Punjab,2023-10-18,0,2023,10,18,18
Malerkotla,Punjab,2023-10-18,0,2023,10,18,18
Mansa,Punjab,2023-10-18,8,2023,10,18,18
Moga,Punjab,2023-10-18,2,2023,10,18,18
Pathankot,Punjab,2023-10-18,0,2023,10,18,18
Patiala,Punjab,2023-10-18,8,2023,10,18,18
Rupnagar,Punjab,2023-10-18,0,2023,10,18,18
S A S Nagar,Punjab,2023-10-18,1,2023,10,18,18
Sangrur,Punjab,2023-10-18,2,2023,10,18,18
Shahid Bhagat Singh Nagar,Punjab,2023-10-18,0,2023,10,18,18
Sri Muktsar Sahib,Punjab,2023-10-18,0,2023,10,18,18
Tarn Taran,Punjab,2023-10-18,0,2023,10,18,18
Ambala,Haryana,2023-10-19,3,2023,10,19,19
Bhiwani,Haryana,2023-10-19,0,2023,10,19,19
Charkhi Dadri,Haryana,2023-10-19,0,2023,10,19,19
Faridabad,Haryana,2023-10-19,1,2023,10,19,19
Fatehabad,Haryana,2023-10-19,8,2023,10,19,19
Gurugram,Haryana,2023-10-19,0,2023,10,19,19
Hisar,Haryana,2023-10-19,11,2023,10,19,19
Jhajjar,Haryana,2023-10-19,0,2023,10,19,19
Jind,Haryana,2023-10-19,16,2023,10,19,19
Kaithal,Haryana,2023-10-19,14,2023,10,19,19
Karnal,Haryana,2023-10-19,1,2023,10,19,19
Kurukshetra,Haryana,2023-10-19,5,2023,10,19,19
Mahendragarh,Haryana,2023-10-19,0,2023,10,19,19
Nuh,Haryana,2023-10-19,1,2023,10,19,19
Palwal,Haryana,2023-10-19,5,2023,10,19,19
Panchkula,Haryana,2023-10-19,2,2023,10,19,19
Panipat,Haryana,2023-10-19,0,2023,10,19,19
Rewari,Haryana,2023-10-19,0,2023,10,19,19
Rohtak,Haryana,2023-10-19,0,2023,10,19,19
Sirsa,Haryana,2023-10-19,1,2023,10,19,19
Sonipat,Haryana,2023-10-19,1,2023,10,19,19
Yamunanagar,Haryana,2023-10-19,2,2023,10,19,19
Amritsar,Punjab,2023-10-19,13,2023,10,19,19
Barnala,Punjab,2023-10-19,1,2023,10,19,19
Bathinda,Punjab,2023-10-19,0,2023,10,19,19
Faridkot,Punjab,2023-10-19,0,2023,10,19,19
Fatehgarh Sahib,Punjab,2023-10-19,3,2023,10,19,19
Fazilka,Punjab,2023-10-19,0,2023,10,19,19
Ferozepur,Punjab,2023-10-19,14,2023,10,19,19
Gurdaspur,Punjab,2023-10-19,1,2023,10,19,19
Hoshiarpur,Punjab,2023-10-19,0,2023,10,19,19
Jalandhar,Punjab,2023-10-19,0,2023,10,19,19
Kapurthala,Punjab,2023-10-19,0,2023,10,19,19
Ludhiana,Punjab,2023-10-19,4,2023,10,19,19
Malerkotla,Punjab,2023-10-19,0,2023,10,19,19
Mansa,Punjab,2023-10-19,11,2023,10,19,19
Moga,Punjab,2023-10-19,3,2023,10,19,19
Pathankot,Punjab,2023-10-19,0,2023,10,19,19
Patiala,Punjab,2023-10-19,19,2023,10,19,19
Rupnagar,Punjab,2023-10-19,0,2023,10,19,19
S A S Nagar,Punjab,2023-10-19,3,2023,10,19,19
Sangrur,Punjab,2023-10-19,5,2023,10,19,19
Shahid Bhagat Singh Nagar,Punjab,2023-10-19,0,2023,10,19,19
Sri Muktsar Sahib,Punjab,2023-10-19,0,2023,10,19,19
Tarn Taran,Punjab,2023-10-19,6,2023,10,19,19
Ambala,Haryana,2023-10-20,7,2023,10,20,20
Bhiwani,Haryana,2023-10-20,0,2023,10,20,20
Charkhi Dadri,Haryana,2023-10-20,0,2023,10,20,20
Faridabad,Haryana,2023-10-20,0,2023,10,20,20
Fatehabad,Haryana,2023-10-20,12,2023,10,20,20
Gurugram,Haryana,2023-10-20,0,2023,10,20,20
Hisar,Haryana,2023-10-20,16,2023,10,20,20
Jhajjar,Haryana,2023-10-20,1,2023,10,20,20
Jind,Haryana,2023-10-20,19,2023,10,20,20
Kaithal,Haryana,2023-10-20,17,2023,10,20,20
Karnal,Haryana,2023-10-20,4,2023,10,20,20
Kurukshetra,Haryana,2023-10-20,10,2023,10,20,20
Mahendragarh,Haryana,2023-10-20,0,2023,10,20,20
Nuh,Haryana,2023-10-20,0,2023,10,20,20
Palwal,Haryana,2023-10-20,5,2023,10,20,20
Panchkula,Haryana,2023-10-20,0,2023,10,20,20
Panipat,Haryana,2023-10-20,1,2023,10,20,20
Rewari,Haryana,2023-10-20,0,2023,10,20,20
Rohtak,Haryana,2023-10-20,0,2023,10,20,20
Sirsa,Haryana,2023-10-20,11,2023,10,20,20
Sonipat,Haryana,2023-10-20,5,2023,10,20,20
Yamunanagar,Haryana,2023-10-20,3,2023,10,20,20
Amritsar,Punjab,2023-10-20,28,2023,10,20,20
Barnala,Punjab,2023-10-20,0,2023,10,20,20
Bathinda,Punjab,2023-10-20,5,2023,10,20,20
Faridkot,Punjab,2023-10-20,7,2023,10,20,20
Fatehgarh Sahib,Punjab,2023-10-20,12,2023,10,20,20
Fazilka,Punjab,2023-10-20,2,2023,10,20,20
Ferozepur,Punjab,2023-10-20,24,2023,10,20,20
Gurdaspur,Punjab,2023-10-20,2,2023,10,20,20
Hoshiarpur,Punjab,2023-10-20,0,2023,10,20,20
Jalandhar,Punjab,2023-10-20,8,2023,10,20,20
Kapurthala,Punjab,2023-10-20,12,2023,10,20,20
Ludhiana,Punjab,2023-10-20,9,2023,10,20,20
Malerkotla,Punjab,2023-10-20,0,2023,10,20,20
Mansa,Punjab,2023-10-20,14,2023,10,20,20
Moga,Punjab,2023-10-20,13,2023,10,20,20
Pathankot,Punjab,2023-10-20,0,2023,10,20,20
Patiala,Punjab,2023-10-20,30,2023,10,20,20
Rupnagar,Punjab,2023-10-20,0,2023,10,20,20
S A S Nagar,Punjab,2023-10-20,0,2023,10,20,20
Sangrur,Punjab,2023-10-20,21,2023,10,20,20
Shahid Bhagat Singh Nagar,Punjab,2023-10-20,0,2023,10,20,20
Sri Muktsar Sahib,Punjab,2023-10-20,0,2023,10,20,20
Tarn Taran,Punjab,2023-10-20,22,2023,10,20,20
Ambala,Haryana,2023-10-21,11,2023,10,21,21
Bhiwani,Haryana,2023-10-21,2,2023,10,21,21
Charkhi Dadri,Haryana,2023-10-21,0,2023,10,21,21
Faridabad,Haryana,2023-10-21,3,2023,10,21,21
Fatehabad,Haryana,2023-10-21,22,2023,10,21,21
Gurugram,Haryana,2023-10-21,1,2023,10,21,21
Hisar,Haryana,2023-10-21,19,2023,10,21,21
Jhajjar,Haryana,2023-10-21,1,2023,10,21,21
Jind,Haryana,2023-10-21,26,2023,10,21,21
Kaithal,Haryana,2023-10-21,28,2023,10,21,21
Karnal,Haryana,2023-10-21,14,2023,10,21,21
Kurukshetra,Haryana,2023-10-21,8,2023,10,21,21
Mahendragarh,Haryana,2023-10-21,0,2023,10,21,21
Nuh,Haryana,2023-10-21,0,2023,10,21,21
Palwal,Haryana,2023-10-21,7,2023,10,21,21
Panchkula,Haryana,2023-10-21,3,2023,10,21,21
Panipat,Haryana,2023-10-21,5,2023,10,21,21
Rewari,Haryana,2023-10-21,1,2023,10,21,21
Rohtak,Haryana,2023-10-21,1,2023,10,21,21
Sirsa,Haryana,2023-10-21,2,2023,10,21,21
Sonipat,Haryana,2023-10-21,3,2023,10,21,21
Yamunanagar,Haryana,2023-10-21,5,2023,10,21,21
Amritsar,Punjab,2023-10-21,70,2023,10,21,21
Barnala,Punjab,2023-10-21,2,2023,10,21,21
Bathinda,Punjab,2023-10-21,4,2023,10,21,21
Faridkot,Punjab,2023-10-21,10,2023,10,21,21
