date,state,district,fire_count
2025-11-02,Punjab,Pathankot,1
2025-11-02,Punjab,Patiala,27
2025-11-02,Punjab,Rupnagar,2
2025-11-02,Punjab,S A S Nagar,1
2025-11-02,Punjab,Sangrur,65
2025-11-02,Punjab,Shahid Bhagat Singh Nagar,9
2025-11-02,Punjab,Sri Muktsar Sahib,41
2025-11-02,Punjab,Tarn Taran,59
2025-11-03,Haryana,Faridabad,3
2025-11-03,Haryana,Fatehabad,4
2025-11-03,Haryana,Hisar,5
2025-11-03,Haryana,Jhajjar,3
2025-11-03,Haryana,Jind,4
2025-11-03,Haryana,Kaithal,3
2025-11-03,Haryana,Palwal,6
2025-11-03,Haryana,Rohtak,3
2025-11-03,Haryana,Sirsa,8
2025-11-03,Haryana,Sonipat,1
2025-11-03,Haryana,Yamunanagar,3
2025-11-03,Punjab,Amritsar,9
2025-11-03,Punjab,Barnala,6
2025-11-03,Punjab,Bathinda,17
2025-11-03,Punjab,Fatehgarh Sahib,1
2025-11-03,Punjab,Fazilka,13
2025-11-03,Punjab,Ferozepur,26
2025-11-03,Punjab,Gurdaspur,3
2025-11-03,Punjab,Jalandhar,5
2025-11-03,Punjab,Kapurthala,11
2025-11-03,Punjab,Ludhiana,13
2025-11-03,Punjab,Malerkotla,7
2025-11-03,Punjab,Mansa,17
2025-11-03,Punjab,Moga,18
2025-11-03,Punjab,Patiala,11
2025-11-03,Punjab,S A S Nagar,2
2025-11-03,Punjab,Sangrur,38
2025-11-03,Punjab,Shahid Bhagat Singh Nagar,3
2025-11-03,Punjab,Sri Muktsar Sahib,12
2025-11-03,Punjab,Tarn Taran,33
2025-11-04,Haryana,Fatehabad,8
2025-11-04,Haryana,Gurugram,1
2025-11-04,Haryana,Hisar,4
2025-11-04,Haryana,Jhajjar,4
2025-11-04,Haryana,Jind,3
2025-11-04,Haryana,Kaithal,1
2025-11-04,Haryana,Karnal,2
2025-11-04,Haryana,Rohtak,1
2025-11-04,Haryana,Sirsa,7
2025-11-04,Haryana,Sonipat,5
2025-11-04,Punjab,Amritsar,26
2025-11-04,Punjab,Barnala,12
2025-11-04,Punjab,Bathinda,27
2025-11-04,Punjab,Faridkot,11
2025-11-04,Punjab,Fatehgarh Sahib,3
2025-11-04,Punjab,Fazilka,16
2025-11-04,Punjab,Ferozepur,69
2025-11-04,Punjab,Gurdaspur,5
2025-11-04,Punjab,Hoshiarpur,3
2025-11-04,Punjab,Jalandhar,9
2025-11-04,Punjab,Kapurthala,11
2025-11-04,Punjab,Ludhiana,31
2025-11-04,Punjab,Malerkotla,12
2025-11-04,Punjab,Mansa,31
2025-11-04,Punjab,Moga,44
2025-11-04,Punjab,Pathankot,2
2025-11-04,Punjab,Patiala,20
2025-11-04,Punjab,Sangrur,62
2025-11-04,Punjab,Shahid Bhagat Singh Nagar,3
2025-11-04,Punjab,Sri Muktsar Sahib,15
2025-11-04,Punjab,Tarn Taran,63
2025-11-05,Haryana,Bhiwani,1
2025-11-05,Haryana,Faridabad,8
2025-11-05,Haryana,Hisar,5
2025-11-05,Haryana,Jhajjar,3
2025-11-05,Haryana,Jind,7
2025-11-05,Haryana,Kaithal,3
2025-11-05,Haryana,Karnal,3
2025-11-05,Haryana,Palwal,2
2025-11-05,Haryana,Rohtak,5
2025-11-05,Haryana,Sirsa,7
2025-11-05,Haryana,Sonipat,4
2025-11-05,Punjab,Amritsar,29
2025-11-05,Punjab,Barnala,2
2025-11-05,Punjab,Bathinda,12
2025-11-05,Punjab,Faridkot,12
2025-11-05,Punjab,Fatehgarh Sahib,6
2025-11-05,Punjab,Fazilka,18
2025-11-05,Punjab,Ferozepur,5
2025-11-05,Punjab,Gurdaspur,2
2025-11-05,Punjab,Hoshiarpur,1
2025-11-05,Punjab,Jalandhar,8
2025-11-05,Punjab,Ludhiana,33
2025-11-05,Punjab,Malerkotla,4
2025-11-05,Punjab,Mansa,8
2025-11-05,Punjab,Moga,35
2025-11-05,Punjab,Patiala,10
2025-11-05,Punjab,S A S Nagar,2
2025-11-05,Punjab,Sangrur,22
2025-11-05,Punjab,Shahid Bhagat Singh Nagar,1
2025-11-05,Punjab,Sri Muktsar Sahib,29
2025-11-05,Punjab,Tarn Taran,5
2025-11-06,Haryana,Bhiwani,2
2025-11-06,Haryana,Faridabad,2
2025-11-06,Haryana,Fatehabad,7
2025-11-06,Haryana,Hisar,15
2025-11-06,Haryana,Jhajjar,2
2025-11-06,Haryana,Jind,15
2025-11-06,Haryana,Kaithal,7
2025-11-06,Haryana,Karnal,9
2025-11-06,Haryana,Palwal,2
2025-11-06,Haryana,Panipat,2
2025-11-06,Haryana,Rewari,2
2025-11-06,Haryana,Rohtak,5
2025-11-06,Haryana,Sirsa,5
2025-11-06,Haryana,Sonipat,7
2025-11-06,Punjab,Amritsar,23
2025-11-06,Punjab,Barnala,1
2025-11-06,Punjab,Bathinda,24
2025-11-06,Punjab,Faridkot,19
2025-11-06,Punjab,Fatehgarh Sahib,6
2025-11-06,Punjab,Fazilka,25
2025-11-06,Punjab,Ferozepur,20
2025-11-06,Punjab,Gurdaspur,6
2025-11-06,Punjab,Jalandhar,11
2025-11-06,Punjab,Kapurthala,5
2025-11-06,Punjab,Ludhiana,39
2025-11-06,Punjab,Malerkotla,6
2025-11-06,Punjab,Mansa,15
2025-11-06,Punjab,Moga,36
2025-11-06,Punjab,Patiala,24
2025-11-06,Punjab,Sangrur,24
2025-11-06,Punjab,Shahid Bhagat Singh Nagar,4
2025-11-06,Punjab,Sri Muktsar Sahib,48
2025-11-06,Punjab,Tarn Taran,44
2025-11-07,Haryana,Ambala,1
2025-11-07,Haryana,Bhiwani,4
2025-11-07,Haryana,Faridabad,3
2025-11-07,Haryana,Fatehabad,15
2025-11-07,Haryana,Hisar,13
2025-11-07,Haryana,Jhajjar,6
2025-11-07,Haryana,Jind,15
2025-11-07,Haryana,Kaithal,4
2025-11-07,Haryana,Karnal,6
2025-11-07,Haryana,Palwal,1
2025-11-07,Haryana,Panipat,4
2025-11-07,Haryana,Rohtak,5
2025-11-07,Haryana,Sirsa,4
2025-11-07,Haryana,Sonipat,6
2025-11-07,Punjab,Amritsar,8
2025-11-07,Punjab,Bathinda,41
2025-11-07,Punjab,Faridkot,8
2025-11-07,Punjab,Fatehgarh Sahib,8
2025-11-07,Punjab,Fazilka,20
2025-11-07,Punjab,Ferozepur,48
2025-11-07,Punjab,Gurdaspur,6
2025-11-07,Punjab,Jalandhar,16
2025-11-07,Punjab,Kapurthala,14
2025-11-07,Punjab,Ludhiana,50
2025-11-07,Punjab,Malerkotla,10
2025-11-07,Punjab,Mansa,15
2025-11-07,Punjab,Moga,47
2025-11-07,Punjab,Patiala,12
2025-11-07,Punjab,S A S Nagar,1
2025-11-07,Punjab,Sangrur,50
2025-11-07,Punjab,Shahid Bhagat Singh Nagar,3
2025-11-07,Punjab,Sri Muktsar Sahib,37
2025-11-07,Punjab,Tarn Taran,29
2025-11-08,Haryana,Ambala,1
2025-11-08,Haryana,Faridabad,4
2025-11-08,Haryana,Fatehabad,10
2025-11-08,Haryana,Hisar,16
2025-11-08,Haryana,Jhajjar,5
2025-11-08,Haryana,Jind,25
2025-11-08,Haryana,Kaithal,7
2025-11-08,Haryana,Karnal,6
2025-11-08,Haryana,Rohtak,6
2025-11-08,Haryana,Sirsa,4
2025-11-08,Haryana,Sonipat,2
2025-11-08,Punjab,Amritsar,13
2025-11-08,Punjab,Barnala,2
2025-11-08,Punjab,Bathinda,20
2025-11-08,Punjab,Faridkot,15
2025-11-08,Punjab,Fatehgarh Sahib,8
2025-11-08,Punjab,Fazilka,24
2025-11-08,Punjab,Ferozepur,46
2025-11-08,Punjab,Gurdaspur,5
2025-11-08,Punjab,Jalandhar,5
2025-11-08,Punjab,Kapurthala,10
2025-11-08,Punjab,Ludhiana,33
2025-11-08,Punjab,Malerkotla,7
2025-11-08,Punjab,Mansa,22
2025-11-08,Punjab,Moga,42
2025-11-08,Punjab,Pathankot,1
2025-11-08,Punjab,Patiala,21
2025-11-08,Punjab,Rupnagar,1
2025-11-08,Punjab,S A S Nagar,2
2025-11-08,Punjab,Sangrur,41
2025-11-08,Punjab,Shahid Bhagat Singh Nagar,4
2025-11-08,Punjab,Sri Muktsar Sahib,25
2025-11-08,Punjab,Tarn Taran,31
2025-11-09,Haryana,Faridabad,4
2025-11-09,Haryana,Fatehabad,13
2025-11-09,Haryana,Hisar,16
2025-11-09,Haryana,Jhajjar,4
2025-11-09,Haryana,Jind,39
2025-11-09,Haryana,Kaithal,8
2025-11-09,Haryana,Karnal,1
2025-11-09,Haryana,Kurukshetra,3
2025-11-09,Haryana,Panipat,6
2025-11-09,Haryana,Rohtak,4
2025-11-09,Haryana,Sirsa,9
2025-11-09,Haryana,Sonipat,12
2025-11-09,Punjab,Amritsar,15
2025-11-09,Punjab,Barnala,4
2025-11-09,Punjab,Bathinda,18
2025-11-09,Punjab,Faridkot,20
2025-11-09,Punjab,Fatehgarh Sahib,5
2025-11-09,Punjab,Fazilka,46
2025-11-09,Punjab,Ferozepur,77
2025-11-09,Punjab,Gurdaspur,4
2025-11-09,Punjab,Jalandhar,9
2025-11-09,Punjab,Kapurthala,9
2025-11-09,Punjab,Ludhiana,32
2025-11-09,Punjab,Malerkotla,6
2025-11-09,Punjab,Mansa,36
2025-11-09,Punjab,Moga,44
2025-11-09,Punjab,Patiala,30
2025-11-09,Punjab,Sangrur,37
2025-11-09,Punjab,Sri Muktsar Sahib,28
2025-11-09,Punjab,Tarn Taran,41
2025-11-10,Haryana,Faridabad,1
2025-11-10,Haryana,Fatehabad,14
2025-11-10,Haryana,Hisar,12
2025-11-10,Haryana,Jhajjar,2
2025-11-10,Haryana,Jind,38
2025-11-10,Haryana,Kaithal,5
2025-11-10,Haryana,Karnal,2
2025-11-10,Haryana,Palwal,5
2025-11-10,Haryana,Rohtak,5
2025-11-10,Haryana,Sirsa,8
2025-11-10,Haryana,Sonipat,1
2025-11-10,Punjab,Amritsar,9
2025-11-10,Punjab,Barnala,8
2025-11-10,Punjab,Bathinda,35
2025-11-10,Punjab,Faridkot,3
2025-11-10,Punjab,Fatehgarh Sahib,1
2025-11-10,Punjab,Fazilka,17
2025-11-10,Punjab,Ferozepur,39
2025-11-10,Punjab,Gurdaspur,12
2025-11-10,Punjab,Hoshiarpur,1
2025-11-10,Punjab,Jalandhar,16
2025-11-10,Punjab,Kapurthala,6
2025-11-10,Punjab,Ludhiana,34
2025-11-10,Punjab,Malerkotla,11
2025-11-10,Punjab,Mansa,20
2025-11-10,Punjab,Moga,42
2025-11-10,Punjab,Patiala,6
2025-11-10,Punjab,Sangrur,24
2025-11-10,Punjab,Sri Muktsar Sahib,31
2025-11-10,Punjab,Tarn Taran,58
2025-11-11,Haryana,Bhiwani,7
2025-11-11,Haryana,Faridabad,1
2025-11-11,Haryana,Fatehabad,15
2025-11-11,Haryana,Hisar,21
2025-11-11,Haryana,Jhajjar,1
2025-11-11,Haryana,Jind,28
2025-11-11,Haryana,Kaithal,13
2025-11-11,Haryana,Nuh,2
2025-11-11,Haryana,Palwal,1
2025-11-11,Haryana,Panipat,1
2025-11-11,Haryana,Rohtak,12
2025-11-11,Haryana,Sirsa,5
2025-11-11,Haryana,Sonipat,12
2025-11-11,Punjab,Amritsar,7
2025-11-11,Punjab,Barnala,2
2025-11-11,Punjab,Bathinda,32
2025-11-11,Punjab,Faridkot,9
2025-11-11,Punjab,Fatehgarh Sahib,3
2025-11-11,Punjab,Fazilka,23
2025-11-11,Punjab,Ferozepur,23
2025-11-11,Punjab,Gurdaspur,6
2025-11-11,Punjab,Hoshiarpur,4
2025-11-11,Punjab,Jalandhar,19
2025-11-11,Punjab,Kapurthala,8
2025-11-11,Punjab,Ludhiana,21
2025-11-11,Punjab,Malerkotla,3
2025-11-11,Punjab,Mansa,29
2025-11-11,Punjab,Moga,43
2025-11-11,Punjab,Patiala,11
2025-11-11,Punjab,Rupnagar,1
2025-11-11,Punjab,Sangrur,19
2025-11-11,Punjab,Shahid Bhagat Singh Nagar,1
2025-11-11,Punjab,Sri Muktsar Sahib,39
2025-11-11,Punjab,Tarn Taran,48
2025-11-12,Haryana,Faridabad,6
2025-11-12,Haryana,Fatehabad,3
2025-11-12,Haryana,Hisar,4
2025-11-12,Haryana,Jhajjar,2
2025-11-12,Haryana,Jind,14
2025-11-12,Haryana,Kaithal,4
2025-11-12,Haryana,Karnal,1
2025-11-12,Haryana,Panipat,2
2025-11-12,Haryana,Rohtak,6
2025-11-12,Haryana,Sirsa,4
2025-11-12,Haryana,Sonipat,6
2025-11-12,Punjab,Amritsar,4
2025-11-12,Punjab,Barnala,2
2025-11-12,Punjab,Bathinda,15
2025-11-12,Punjab,Faridkot,3
2025-11-12,Punjab,Fatehgarh Sahib,1
2025-11-12,Punjab,Fazilka,14
2025-11-12,Punjab,Ferozepur,22
2025-11-12,Punjab,Gurdaspur,2
2025-11-12,Punjab,Hoshiarpur,1
2025-11-12,Punjab,Jalandhar,10
2025-11-12,Punjab,Kapurthala,2
2025-11-12,Punjab,Ludhiana,8
2025-11-12,Punjab,Malerkotla,6
2025-11-12,Punjab,Mansa,8
2025-11-12,Punjab,Moga,6
2025-11-12,Punjab,Patiala,1
2025-11-12,Punjab,S A S Nagar,1
2025-11-12,Punjab,Sangrur,3
2025-11-12,Punjab,Shahid Bhagat Singh Nagar,3
2025-11-12,Punjab,Sri Muktsar Sahib,14
2025-11-12,Punjab,Tarn Taran,18
2025-11-13,Haryana,Ambala,2
2025-11-13,Haryana,Faridabad,5
2025-11-13,Haryana,Fatehabad,4
2025-11-13,Haryana,Hisar,6
2025-11-13,Haryana,Jhajjar,3
2025-11-13,Haryana,Jind,12
2025-11-13,Haryana,Kaithal,4
2025-11-13,Haryana,Karnal,2
2025-11-13,Haryana,Panipat,2
2025-11-13,Haryana,Rohtak,10
2025-11-13,Haryana,Sirsa,4
2025-11-13,Haryana,Sonipat,4
2025-11-13,Punjab,Amritsar,2
2025-11-13,Punjab,Barnala,2
2025-11-13,Punjab,Bathinda,14
2025-11-13,Punjab,Faridkot,4
2025-11-13,Punjab,Fazilka,19
2025-11-13,Punjab,Ferozepur,21
2025-11-13,Punjab,Hoshiarpur,1
2025-11-13,Punjab,Jalandhar,4
2025-11-13,Punjab,Kapurthala,2
2025-11-13,Punjab,Ludhiana,21
2025-11-13,Punjab,Malerkotla,1
2025-11-13,Punjab,Mansa,12
2025-11-13,Punjab,Moga,19
2025-11-13,Punjab,Patiala,3
2025-11-13,Punjab,S A S Nagar,1
2025-11-13,Punjab,Sangrur,7
2025-11-13,Punjab,Shahid Bhagat Singh Nagar,3
2025-11-13,Punjab,Sri Muktsar Sahib,21
2025-11-13,Punjab,Tarn Taran,17
2025-11-14,Haryana,Charkhi Dadri,2
2025-11-14,Haryana,Faridabad,1
2025-11-14,Haryana,Fatehabad,1
2025-11-14,Haryana,Hisar,8
2025-11-14,Haryana,Jhajjar,1
2025-11-14,Haryana,Jind,2
2025-11-14,Haryana,Kaithal,1
2025-11-14,Haryana,Mahendragarh,1
2025-11-14,Haryana,Palwal,2
2025-11-14,Haryana,Rohtak,4
2025-11-14,Haryana,Sirsa,7
2025-11-14,Haryana,Sonipat,10
2025-11-14,Punjab,Amritsar,2
2025-11-14,Punjab,Barnala,1
2025-11-14,Punjab,Bathinda,20
2025-11-14,Punjab,Fatehgarh Sahib,2
2025-11-14,Punjab,Fazilka,29
2025-11-14,Punjab,Ferozepur,12
2025-11-14,Punjab,Jalandhar,1
2025-11-14,Punjab,Ludhiana,5
2025-11-14,Punjab,Malerkotla,1
2025-11-14,Punjab,Mansa,9
2025-11-14,Punjab,Moga,5
2025-11-14,Punjab,Patiala,1
2025-11-14,Punjab,Sangrur,6
2025-11-14,Punjab,Sri Muktsar Sahib,20
2025-11-14,Punjab,Tarn Taran,23
2025-11-15,Haryana,Bhiwani,1
2025-11-15,Haryana,Faridabad,5
2025-11-15,Haryana,Fatehabad,8
2025-11-15,Haryana,Hisar,10
2025-11-15,Haryana,Jhajjar,1
2025-11-15,Haryana,Jind,13
2025-11-15,Haryana,Kaithal,1
2025-11-15,Haryana,Mahendragarh,2
2025-11-15,Haryana,Rohtak,6
2025-11-15,Haryana,Sirsa,5
2025-11-15,Haryana,Sonipat,11
2025-11-15,Haryana,Yamunanagar,2
2025-11-15,Punjab,Amritsar,2
2025-11-15,Punjab,Barnala,5
2025-11-15,Punjab,Bathinda,11
2025-11-15,Punjab,Faridkot,2
2025-11-15,Punjab,Fatehgarh Sahib,3
2025-11-15,Punjab,Fazilka,18
2025-11-15,Punjab,Ferozepur,20
2025-11-15,Punjab,Hoshiarpur,1
2025-11-15,Punjab,Jalandhar,2
2025-11-15,Punjab,Kapurthala,2
2025-11-15,Punjab,Ludhiana,15
2025-11-15,Punjab,Malerkotla,1
2025-11-15,Punjab,Mansa,3
2025-11-15,Punjab,Moga,13
2025-11-15,Punjab,Pathankot,2
2025-11-15,Punjab,Patiala,4
2025-11-15,Punjab,Sangrur,2
2025-11-15,Punjab,Shahid Bhagat Singh Nagar,2
2025-11-15,Punjab,Sri Muktsar Sahib,32
2025-11-15,Punjab,Tarn Taran,12
2025-11-16,Haryana,Bhiwani,3
2025-11-16,Haryana,Charkhi Dadri,1
2025-11-16,Haryana,Faridabad,2
2025-11-16,Haryana,Fatehabad,5
2025-11-16,Haryana,Hisar,11
2025-11-16,Haryana,Jhajjar,5
2025-11-16,Haryana,Jind,17
2025-11-16,Haryana,Kaithal,1
2025-11-16,Haryana,Mahendragarh,1
2025-11-16,Haryana,Panipat,2
2025-11-16,Haryana,Rohtak,23
2025-11-16,Haryana,Sirsa,7
2025-11-16,Haryana,Sonipat,16
2025-11-16,Punjab,Amritsar,6
2025-11-16,Punjab,Barnala,1
2025-11-16,Punjab,Bathinda,37
2025-11-16,Punjab,Faridkot,7
2025-11-16,Punjab,Fatehgarh Sahib,4
2025-11-16,Punjab,Fazilka,29
2025-11-16,Punjab,Ferozepur,19
2025-11-16,Punjab,Gurdaspur,1
2025-11-16,Punjab,Jalandhar,4
2025-11-16,Punjab,Kapurthala,4
2025-11-16,Punjab,Ludhiana,13
2025-11-16,Punjab,Malerkotla,1
2025-11-16,Punjab,Mansa,7
2025-11-16,Punjab,Moga,8
2025-11-16,Punjab,Patiala,2
2025-11-16,Punjab,Shahid Bhagat Singh Nagar,2
2025-11-16,Punjab,Sri Muktsar Sahib,28
2025-11-16,Punjab,Tarn Taran,12
2025-11-17,Haryana,Bhiwani,3
2025-11-17,Haryana,Faridabad,6
2025-11-17,Haryana,Fatehabad,3
2025-11-17,Haryana,Gurugram,1
2025-11-17,Haryana,Hisar,7
2025-11-17,Haryana,Jhajjar,7
2025-11-17,Haryana,Jind,6
2025-11-17,Haryana,Karnal,1
2025-11-17,Haryana,Rohtak,6
2025-11-17,Haryana,Sirsa,8
2025-11-17,Haryana,Sonipat,8
2025-11-17,Punjab,Bathinda,13
2025-11-17,Punjab,Faridkot,4
2025-11-17,Punjab,Fatehgarh Sahib,1
2025-11-17,Punjab,Fazilka,7
2025-11-17,Punjab,Ferozepur,2
2025-11-17,Punjab,Hoshiarpur,1
2025-11-17,Punjab,Jalandhar,1
2025-11-17,Punjab,Ludhiana,6
2025-11-17,Punjab,Mansa,6
2025-11-17,Punjab,Sangrur,3
2025-11-17,Punjab,Sri Muktsar Sahib,9
2025-11-17,Punjab,Tarn Taran,5
2025-11-18,Haryana,Faridabad,3
2025-11-18,Haryana,Fatehabad,2
2025-11-18,Haryana,Hisar,5
2025-11-18,Haryana,Jhajjar,6
2025-11-18,Haryana,Jind,3
2025-11-18,Haryana,Kaithal,4
2025-11-18,Haryana,Kurukshetra,7
2025-11-18,Haryana,Panipat,2
2025-11-18,Haryana,Rohtak,1
2025-11-18,Haryana,Sirsa,7
2025-11-18,Haryana,Sonipat,2
2025-11-18,Punjab,Bathinda,6
2025-11-18,Punjab,Fatehgarh Sahib,1
2025-11-18,Punjab,Fazilka,3
2025-11-18,Punjab,Ferozepur,4
2025-11-18,Punjab,Hoshiarpur,1
2025-11-18,Punjab,Jalandhar,1
2025-11-18,Punjab,Kapurthala,1
2025-11-18,Punjab,Ludhiana,1
2025-11-18,Punjab,Mansa,1
2025-11-18,Punjab,Moga,1
2025-11-18,Punjab,Patiala,3
2025-11-18,Punjab,Sri Muktsar Sahib,10
2025-11-18,Punjab,Tarn Taran,3
2025-11-19,Haryana,Fatehabad,1
2025-11-19,Haryana,Jhajjar,4
2025-11-19,Haryana,Jind,2
2025-11-19,Haryana,Panipat,1
2025-11-19,Haryana,Rohtak,2
2025-11-19,Haryana,Sirsa,12
2025-11-19,Haryana,Sonipat,4
2025-11-19,Punjab,Bathinda,6
2025-11-19,Punjab,Faridkot,2
2025-11-19,Punjab,Fatehgarh Sahib,6
2025-11-19,Punjab,Fazilka,10
2025-11-19,Punjab,Ferozepur,1
2025-11-19,Punjab,Hoshiarpur,1
2025-11-19,Punjab,Jalandhar,1
2025-11-19,Punjab,Kapurthala,1
2025-11-19,Punjab,Mansa,4
2025-11-19,Punjab,Moga,1
2025-11-19,Punjab,Shahid Bhagat Singh Nagar,3
2025-11-19,Punjab,Sri Muktsar Sahib,9
2025-11-20,Haryana,Faridabad,7
2025-11-20,Haryana,Hisar,6
2025-11-20,Haryana,Jind,6
2025-11-20,Haryana,Kaithal,1
2025-11-20,Haryana,Mahendragarh,1
2025-11-20,Haryana,Palwal,1
2025-11-20,Haryana,Panipat,5
2025-11-20,Haryana,Rohtak,3
2025-11-20,Haryana,Sirsa,3
2025-11-20,Haryana,Sonipat,2
2025-11-20,Punjab,Bathinda,7
2025-11-20,Punjab,Faridkot,2
2025-11-20,Punjab,Fatehgarh Sahib,3
2025-11-20,Punjab,Fazilka,1
2025-11-20,Punjab,Ferozepur,1
2025-11-20,Punjab,Ludhiana,6
2025-11-20,Punjab,Mansa,3
2025-11-20,Punjab,Moga,1
2025-11-20,Punjab,Sangrur,1
2025-11-20,Punjab,Sri Muktsar Sahib,8
2025-11-20,Punjab,Tarn Taran,3
2025-11-21,Haryana,Gurugram,1
2025-11-21,Haryana,Hisar,6
2025-11-21,Haryana,Jhajjar,3
2025-11-21,Haryana,Jind,6
2025-11-21,Haryana,Rohtak,5
2025-11-21,Haryana,Sirsa,2
2025-11-21,Punjab,Bathinda,8
2025-11-21,Punjab,Fazilka,10
2025-11-21,Punjab,Ferozepur,1
2025-11-21,Punjab,Jalandhar,1
2025-11-21,Punjab,Kapurthala,1
2025-11-21,Punjab,Ludhiana,1
2025-11-21,Punjab,Mansa,2
2025-11-21,Punjab,Moga,3
2025-11-21,Punjab,Patiala,2
2025-11-21,Punjab,Sri Muktsar Sahib,4
2025-11-21,Punjab,Tarn Taran,4
2025-11-22,Haryana,Bhiwani,3
2025-11-22,Haryana,Faridabad,7
2025-11-22,Haryana,Fatehabad,2
2025-11-22,Haryana,Hisar,4
2025-11-22,Haryana,Jhajjar,2
2025-11-22,Haryana,Jind,3
2025-11-22,Haryana,Karnal,1
2025-11-22,Haryana,Panipat,3
2025-11-22,Haryana,Rohtak,9
2025-11-22,Haryana,Sirsa,1
2025-11-22,Haryana,Sonipat,5
2025-11-22,Punjab,Amritsar,1
2025-11-22,Punjab,Bathinda,7
2025-11-22,Punjab,Fazilka,4
2025-11-22,Punjab,Ferozepur,3
2025-11-22,Punjab,Gurdaspur,1
2025-11-22,Punjab,Ludhiana,1
2025-11-22,Punjab,Malerkotla,1
2025-11-22,Punjab,Mansa,2
2025-11-22,Punjab,Moga,1
2025-11-22,Punjab,Sri Muktsar Sahib,4
2025-11-22,Punjab,Tarn Taran,2
2025-11-23,Haryana,Ambala,1
2025-11-23,Haryana,Bhiwani,1
2025-11-23,Haryana,Faridabad,3
2025-11-23,Haryana,Fatehabad,1
2025-11-23,Haryana,Hisar,2
2025-11-23,Haryana,Jhajjar,6
2025-11-23,Haryana,Jind,2
2025-11-23,Haryana,Kaithal,2
2025-11-23,Haryana,Kurukshetra,1
2025-11-23,Haryana,Rohtak,7
2025-11-23,Haryana,Sirsa,1
2025-11-23,Haryana,Sonipat,12
2025-11-23,Haryana,Yamunanagar,1
2025-11-23,Punjab,Amritsar,4
2025-11-23,Punjab,Bathinda,1
2025-11-23,Punjab,Fazilka,3
2025-11-23,Punjab,Ludhiana,1
2025-11-23,Punjab,Mansa,1
2025-11-23,Punjab,Sri Muktsar Sahib,12
2025-11-24,Haryana,Fatehabad,2
2025-11-24,Haryana,Hisar,1
2025-11-24,Haryana,Jhajjar,2
2025-11-24,Haryana,Jind,2
2025-11-24,Haryana,Kaithal,8
2025-11-24,Haryana,Panipat,1
2025-11-24,Haryana,Rohtak,2
2025-11-24,Haryana,Sonipat,1
2025-11-24,Punjab,Bathinda,1
2025-11-24,Punjab,Ferozepur,2
2025-11-24,Punjab,Hoshiarpur,2
2025-11-24,Punjab,Jalandhar,7
2025-11-24,Punjab,Moga,2
2025-11-24,Punjab,S A S Nagar,1
2025-11-25,Haryana,Faridabad,9
2025-11-25,Haryana,Hisar,5
2025-11-25,Haryana,Jhajjar,2
2025-11-25,Haryana,Kaithal,5
2025-11-25,Haryana,Panipat,2
2025-11-25,Haryana,Rohtak,3
2025-11-25,Haryana,Yamunanagar,2
2025-11-25,Punjab,Fazilka,5
2025-11-25,Punjab,Ferozepur,1
2025-11-25,Punjab,Ludhiana,3
2025-11-25,Punjab,Mansa,1
2025-11-25,Punjab,Moga,1
2025-11-25,Punjab,Sri Muktsar Sahib,2
2025-11-26,Haryana,Ambala,1
2025-11-26,Haryana,Faridabad,1
2025-11-26,Haryana,Fatehabad,2
2025-11-26,Haryana,Hisar,2
2025-11-26,Haryana,Jhajjar,4
2025-11-26,Haryana,Jind,4
2025-11-26,Haryana,Karnal,1
2025-11-26,Haryana,Kurukshetra,1
2025-11-26,Haryana,Panipat,1
2025-11-26,Haryana,Rohtak,6
2025-11-26,Haryana,Sonipat,8
2025-11-26,Haryana,Yamunanagar,1
2025-11-26,Punjab,Bathinda,1
2025-11-26,Punjab,Fazilka,1
2025-11-26,Punjab,Hoshiarpur,2
2025-11-26,Punjab,Jalandhar,1
2025-11-26,Punjab,Mansa,1
2025-11-26,Punjab,Moga,2
2025-11-26,Punjab,Sri Muktsar Sahib,3
2025-11-27,Haryana,Ambala,4
2025-11-27,Haryana,Faridabad,5
2025-11-27,Haryana,Fatehabad,5
2025-11-27,Haryana,Hisar,1
2025-11-27,Haryana,Jhajjar,6
2025-11-27,Haryana,Jind,1
2025-11-27,Haryana,Karnal,6
2025-11-27,Haryana,Palwal,1
2025-11-27,Haryana,Rewari,1
2025-11-27,Haryana,Rohtak,5
2025-11-27,Haryana,Sirsa,3
2025-11-27,Haryana,Sonipat,4
2025-11-27,Haryana,Yamunanagar,2
2025-11-27,Punjab,Bathinda,1
2025-11-27,Punjab,Fatehgarh Sahib,1
2025-11-27,Punjab,Fazilka,4
2025-11-27,Punjab,Ferozepur,1
2025-11-27,Punjab,Hoshiarpur,1
2025-11-27,Punjab,Kapurthala,1
2025-11-27,Punjab,Moga,2
2025-11-27,Punjab,S A S Nagar,1
2025-11-27,Punjab,Sri Muktsar Sahib,7
2025-11-28,Haryana,Ambala,1
2025-11-28,Haryana,Bhiwani,1
2025-11-28,Haryana,Faridabad,5
2025-11-28,Haryana,Fatehabad,1
2025-11-28,Haryana,Hisar,3
2025-11-28,Haryana,Jhajjar,1
2025-11-28,Haryana,Rohtak,2
2025-11-28,Haryana,Sirsa,2
2025-11-28,Haryana,Yamunanagar,1
2025-11-28,Punjab,Fazilka,2
2025-11-28,Punjab,Jalandhar,2
2025-11-28,Punjab,Kapurthala,3
2025-11-28,Punjab,Ludhiana,3
2025-11-28,Punjab,Malerkotla,2
